ItemNumber, cla_maj_femi, qtd_maj_femi, cla_maj_masc, qtd_maj_masc, f1_class, f2_class, f3_class, f4_class, m1_class, m2_class, m3_class, m4_class, f1_tempo, f2_tempo, f3_tempo, f4_tempo, m1_tempo, m2_tempo, m3_tempo, m4_tempo
       799, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    8.886,    7.206,    4.639,   10.089,    1.943,    2.57 ,    2.28 ,    5.986
       800, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   19.031,   12.48 ,    5.694,   16.358,    3.067,  249.179,    5.086,    5.286
       801, negativa    ,            2, negativa    ,            2, negativa, positiva, neutra  , negativa, negativa, negativa, neutra  , positiva,   13.43 ,   11.042,    5.517,    6.566,    7.698,    9.459,    7.206,    6.734
       802, neutra      ,            3, negativa    ,            4, neutra  , neutra  , neutra  , negativa, negativa, negativa, negativa, negativa,    5.601,    8.391,    5.115,    3.461,    6.323,    7.618,    8.716,    4.302
       803, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , neutra  , neutra  ,    5.296,    4.851,    3.31 ,    4.013,    3.477,    7.567,    5.498,    7.895
       804, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, negativa, positiva,    5.861,    8.472,    4.002,    8.153,    3.068,   16.219,   78.525,    8.53
       805, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, negativa, neutra  , negativa,    4.191,    7.391,    3.916,    2.728,    2.276,    3.769,    2.636,    6.552
       806, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    3.361,    4.337,    3.258,    2.933,    7.827,    3.011,    2.145,   10.058
       807, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.198,    7.641,    3.708,    4.741,   15.387,    8.23 ,    4.101,   28.444
       808, negativa    ,            2, positiva    ,            2, negativa, positiva, negativa, positiva, positiva, positiva, negativa, negativa,   14.164,   12.494,    4.72 ,   11.526,    5.215,    6.611,    5.287,    4.073
       809, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    6.375,    6.239,    2.4  ,    4.742,    2.671,    4.812,    2.799,    2.19
       810, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    3.733,    4.287,    2.601,    8.925,    2.052,   10.924,    2.151,    2.567
       811, positiva    ,            2, neutra      ,            2, positiva, positiva, neutra  , neutra  , neutra  , neutra  , negativa, negativa,    5.61 ,    4.737,    3.778,    1.961,    5.547,    3.591,    2.983,    3.025
       812, positiva    ,            2, positiva    ,            3, positiva, positiva, neutra  , neutra  , positiva, neutra  , positiva, positiva,   11.598,   10.259,    6.73 ,    7.811,   10.094,   14.518,    6.244,    5.742
       813, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, neutra  , positiva,    5.451,    6.394,    6.365,    7.227,    4.486,   13.564,    9.919,    8.504
       814, positiva    ,            4, positiva    ,            2, positiva, positiva, positiva, positiva, positiva, neutra  , neutra  , positiva,    4.813,    4.414,    2.424,    3.829,    3.314,    6.759,    2.914,    3.487
       815, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    5.509,    3.602,    3.502,    2.85 ,   24.646,    3.681,    3.253,    2.185
       816, positiva    ,            2, neutra      ,            3, positiva, positiva, neutra  , neutra  , positiva, neutra  , neutra  , neutra  ,   10.495,   12.963,    4.65 ,    6.121,    4.505,    9.748,    6.93 ,    4.719
       817, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   76.415,    9.159,    5.276,    6.38 ,    3.774,   11.744,   72.809,   10.207
       818, neutra      ,            3, neutra      ,            3, neutra  , neutra  , neutra  , negativa, positiva, neutra  , neutra  , neutra  ,    8.221,    7.59 ,   11.813,    7.134,    2.278,    7.063,   15.121,    4.63
       819, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , neutra  , neutra  ,   12.791,   47.791,    5.173,    5.933,    5.28 ,    7.427,    8.242,    3.959
       820, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, neutra  , positiva,    8.498,    5.743,    2.472,    4.23 ,    3.085,    5.078,    3.621,    3.113
       821, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.284,    3.38 ,    1.711,    4.11 ,    1.373,    2.685,    2.001,    1.4
       822, positiva    ,            2, neutra      ,            3, positiva, positiva, neutra  , neutra  , positiva, neutra  , neutra  , neutra  ,    7.921,    4.401,    2.028,    2.627,    2.448,    7.534,    5.611,    3.847
       823, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   11.256,   26.997,    2.504,    8.238,    3.94 ,    7.026,    5.181,    5.56
       824, positiva    ,            2, positiva    ,            4, positiva, neutra  , negativa, positiva, positiva, positiva, positiva, positiva,    6.308,    7.64 ,    1.763,    4.113,    2.517,    6.947,    5.244,    2.909
       825, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.445,    7.289,    4.517,    4.94 ,    5.833,    6.127,    3.376,    3.504
       826, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , positiva,   11.753,   10.926,    8.329,   92.943,   58.686,    9.038,    6.7  ,    6.952
       827, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , neutra  , neutra  ,    4.915,    2.333,    2.272,    1.427,    2.833,    2.552,    2.769,    2.015
       828, neutra      ,            3, neutra      ,            3, neutra  , negativa, neutra  , neutra  , neutra  , neutra  , negativa, neutra  ,    9.368,   12.813,    4.889,    6.782,    7.651,    9.881,    9.225,    3.552
       829, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    4.182,    6.221,    2.867,    4.995,    2.671,    5.774,    4.231,    2.256
       830, positiva    ,            2, positiva    ,            3, positiva, positiva, neutra  , neutra  , positiva, neutra  , positiva, positiva,    6.379,    5.873,    6.512,    6.556,    5.316,   13.929,    4.551,    2.439
       831, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    5.862,    7.089,    3.52 ,    5.903,    2.085,    5.344,    2.385,    1.881
       832, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, neutra  ,   15.538,    7.422,    3.573,   30.3  ,   33.718,   13.139,    6.29 ,    6.343
       833, negativa    ,            4, neutra      ,            3, negativa, negativa, negativa, negativa, negativa, neutra  , neutra  , neutra  ,    8.693,    4.72 ,    5.281,    4.139,   11.383,    5.729,    4.575,    2.669
       834, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.648,    6.022,    4.774,    3.988,    4.088,    5.012,    4.344,    2.906
       835, neutra      ,            3, neutra      ,            3, negativa, neutra  , neutra  , neutra  , positiva, neutra  , neutra  , neutra  ,    4.485,    5.206,    4.918,    2.539,    2.578,    5.454,    3.031,    2.215
       836, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    9.133,    6.239,    3.045,    5.986,    1.923,   10.548,    3.146,    6.521
       837, positiva    ,            2, positiva    ,            3, neutra  , positiva, positiva, negativa, positiva, positiva, neutra  , positiva,    5.679,    4.47 ,    4.588,    6.364,    1.936,    4.236,    7.169,    2.703
       838, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    6.656,   10.762,    7.073,    6.433,    9.143,    8.587,    2.523,    2.878
       839, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, neutra  , negativa, negativa,    7.625,    7.994,    4.64 ,   35.338,    5.88 ,   10.519,    5.586,    7.552
       840, negativa    ,            3, negativa    ,            3, negativa, negativa, negativa, neutra  , negativa, negativa, positiva, negativa,   12.452,    9.744,    2.247,   16.913,    4.772,    6.453,    6.897,    4.12
       841, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    5.981,    4.169,    1.78 ,    3.147,    1.676,    3.285,    7.386,    2.607
       842, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   15.222,   29.217,    3.594,   10.669,    6.425,    6.466,    7.63 ,  102.206
       843, neutra      ,            3, positiva    ,            2, negativa, neutra  , neutra  , neutra  , positiva, negativa, negativa, positiva,    3.505,   25.061,    3.909,    8.674,    2.229,    5.198,    2.224,    3.513
       844, neutra      ,            3, positiva    ,            2, positiva, neutra  , neutra  , neutra  , positiva, neutra  , neutra  , positiva,    9.549,   13.214,    4.588,    4.4  ,   22.281,   17.567,    6.205,    6.222
       845, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, negativa, positiva,    9.648,    7.607,    2.871,   12.451,    9.459,   11.783,    8.729,    1.92
       846, neutra      ,            4, neutra      ,            2, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , positiva, positiva,    8.592,    5.989,    3.695,   18.505,    5.288,    8.337,    4.378,    2.64
       847, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    7.094,    4.27 ,    3.102,    3.808,    3.268,    5.474,    3.775,    2.848
       848, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, neutra  , positiva,    5.779,    4.371,    3.151,    4.029,    2.983,    7.025,    6.12 ,    3.309
       849, negativa    ,            2, negativa    ,            4, negativa, neutra  , negativa, neutra  , negativa, negativa, negativa, negativa,    6.231,    4.536,    2.778,    2.304,    2.86 ,    3.804,    9.052,    3.334
       850, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    5.96 ,    5.439,    8.44 ,    4.267,    8.741,    6.625,    5.4  ,    3.914
       851, neutra      ,            2, positiva    ,            4, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    3.304,    2.568,    1.88 ,    4.157,    1.777,    2.783,    1.846,    1.88
       852, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    4.499,    3.269,    1.59 ,    2.031,    2.076,    2.77 ,    2.533,    2.335
       853, neutra      ,            2, positiva    ,            3, neutra  , positiva, positiva, neutra  , positiva, positiva, positiva, neutra  ,    9.424,   10.361,    3.144,    7.223,    4.364,   14.272,    5.659,   11.615
       854, negativa    ,            2, negativa    ,            3, negativa, negativa, neutra  , neutra  , negativa, negativa, positiva, negativa,   15.274,   10.977,    6.363,    7.602,    8.76 ,   12.217,    5.827,    4.536
       855, neutra      ,            2, negativa    ,            3, neutra  , negativa, negativa, neutra  , negativa, neutra  , negativa, negativa,    4.106,    3.553,    2.102,    3.736,    1.795,    7.358,    3.12 ,    2.175
       856, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    2.089,    2.619,    1.725,    2.501,    1.445,    3.585,    3.558,    1.311
